,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
201489_at,0.002398056392910538,-0.006945017071169295,-0.00535711548151745,0.01642386453038222,0.001666404174554547,0.011804806551963828,-0.0045491034743375585,-0.004055167035331461,0.006762111457278753,-0.0033104819263383278
200673_at,-0.007464337897705748,0.0029654264757159867,0.002208887669882679,-0.012159097321508675,-0.0055431087423082484,-0.0066402202995756885,-0.014478188543607228,0.010211146826214164,0.020828540680177848,0.02601616045911167
204540_at,-0.005489082276790241,-0.00852581629452295,0.007199889748489467,0.028872093152447542,-0.0026942531761911504,0.01517189031157616,0.006919850646023576,-0.035014169185903526,-0.019486075793887704,-0.013394099764030144
201009_s_at,0.005184840351406987,0.013360743838858248,0.024003429983810286,0.01168459619903224,-0.0021022477773702214,0.02279681330235157,0.004595959707191869,0.010524753357111621,-0.016906333773629115,-0.0019028851066227829
211936_at,0.0054258408497737925,-0.009539080945593033,0.009458304939714026,0.0019179192663414805,-0.012880463182205884,0.005670723839463074,0.017200453146314174,0.029413411047422695,0.00834914116503698,0.018012757720121505
200644_at,-0.0017071749459671359,-0.017999378823165102,-0.012283945005993844,-0.00018056007442969062,-0.015555145806009413,0.009962061399755633,-0.02841442129568457,0.0016417793549275744,0.000618125710396882,0.012139448723159996
200087_s_at,-0.00833917802679255,-0.00657195314053681,-0.008082157875649953,0.007301023745703029,-0.00921520347922337,-0.020623570341390857,-0.015951879540421248,-0.00591294654849114,0.01642640429965987,-0.0016134380697699034
201487_at,0.018648181868870593,-0.001596389718201739,-0.009327899097638759,0.010377521019580765,0.009911511768785502,0.009029459889305178,0.02979237716765741,-0.0004029752917704462,0.004935792785202967,-0.0036726011942455968
215952_s_at,0.004925932421249308,-0.005987100074001454,0.026608766455778966,-0.007331567452743711,-0.024023857571363966,0.01906854921398198,0.002393927959201115,-0.010047013687508623,0.004780845036597865,0.003900805540367073
218409_s_at,-0.00721319609861107,0.004109437051172524,0.00625577593500617,0.026634020256078635,0.0023312472057547026,-0.004274721277541991,0.0061845561674760555,0.0007664525389970688,-0.006570751003331624,-0.012426139672129332
221434_s_at,-0.01100054906296871,0.0015376989320318587,-0.018873819443179604,0.016090185809884344,0.00950041722931552,-0.015331165641921987,-0.0003534940128321917,-0.010930167707029433,0.010573038612453367,-0.013244234943037317
211787_s_at,0.004012561567731261,-0.019266570866632145,0.008144576124741733,-0.007749894602782582,-0.02109290853476614,0.014488554319950688,0.0002299504957034832,0.0073234385240527385,-0.01733523341202909,0.015035437212409443
200877_at,0.006153317104596515,-0.014712443255335588,-0.019547862298665702,-0.016388177675517878,-0.013326826299876908,0.01244141621465141,0.0016305525206321088,0.007979470988926513,0.025237688060384532,0.0008741537805560882
212412_at,-0.008521433309774912,-0.0006092065393083262,0.0042096723385827775,0.007836508423516566,0.008943898415625347,0.011241446866113683,-0.003149337487209673,-0.0016739834689272343,-0.006827181914441154,0.005638196904719364
201463_s_at,0.0010812654142869208,-0.009056188567716561,-0.025980428895388,0.012289146603456345,0.007243599639579207,-0.0035414367667269625,0.0037874371498396496,0.0005327133944371834,0.007214704638439737,-0.008397306070665203
201358_s_at,-0.011340038353960217,0.0006527436055416063,-0.014988464867599286,0.01722772162613322,0.01125333923335696,-0.020563480770543756,-0.009354970640344436,0.021743737828433078,-0.005274712963100988,0.0027485901146497107
200964_at,0.001843946467295115,-0.018965049659657944,0.01992978875118912,0.000577722525155706,-0.012715734131000722,0.01836784507735416,-0.002519317855699842,0.011836309147357612,-0.0024377502247693327,-0.008676551375537958
212671_s_at,0.020611674093126274,0.00415197216848292,0.006192489864152313,0.011566695552899764,0.0026841148137218933,0.010130046876292625,0.02497510092772233,-0.0041608389531719095,-4.7514490512809616e-05,0.0007669447048865108
208905_at,0.00248995747412909,-0.021794732602036158,-0.016830279160966483,-0.001340082775307186,-0.008799893980217638,0.0060625821195912115,-0.007918359081323623,-0.0041911405089101374,0.030798350405712143,-0.00602231176719177
212354_at,-0.0041358407778392565,-0.00992372568508342,0.011636910310199743,-0.009742296933418833,0.02443932436030349,-0.000241251285729779,0.005956802335204411,-0.017932104857370217,-0.020295321208274427,-0.013939699649923138
210835_s_at,-0.009887738065928166,0.002663691821603014,-0.0004423935420003915,0.01727690870128144,0.006452919762056133,0.009817444485407398,-0.013263073688852645,0.015440186877903495,-0.006652198578390014,0.0010755250199971972
39729_at,-0.007919062960981188,-0.004770152761706362,-0.008074430856534472,0.022403233433037517,-0.005478175331665116,0.009981321313161134,-0.0008937932039770381,7.350648903944442e-05,-0.010985198089361988,-0.013376856665143683
201954_at,0.012251100835626352,-0.008365672867168777,-0.01062891906267134,-0.0025255968774100255,0.01627788653952154,0.0009924290164660616,0.01499511561421407,0.005562495248613109,0.0040842594956097,-0.014290160222441315
201349_at,-0.0058144293985673825,-0.012723543617047665,0.012210835151040577,0.02679073986875338,-0.016691710858630793,0.0007540237889456233,0.0009404136131631173,-0.03120462386915169,-0.0112318461807575,-0.009151988087027767
208764_s_at,-0.006372878859353586,0.003075589976736326,0.027835577303298265,0.005845915409004018,-0.028891386109771433,0.013041313436068491,-0.014501898734483157,-0.005438704085457042,-0.019041337385211805,-0.005813509575286611
203649_s_at,0.0027095016344411468,0.007579324331373211,-0.001895725583294123,0.01949348696655072,0.015122362647556693,0.024705573673882503,0.014850283088306434,-0.0032452614630745173,-0.009635952222297186,-0.01358829838651296
209301_at,-0.004333271001833206,0.0029457480402444013,0.0066778874152306055,0.016056394547489913,0.0004996356493311132,0.022764897947108363,0.01072808447970737,-0.010203330925404326,-0.004978302831379568,-0.012124764377682885
208865_at,-0.017437748286815147,0.0007030742781023274,0.00859081774023034,0.023707623429776722,0.0009551418427858689,-0.008665604977272208,-0.01025655409703567,0.000556913095761882,0.006991115073712516,-0.002811166019956836
207585_s_at,-0.004585065407919283,0.015694648881256355,-0.0008003422623529624,0.005374813061658547,-0.0025175450828868865,-0.011633178947377648,0.006332916167270468,-0.006259672388073774,0.003244358307592303,-0.013747513682783962
212077_at,-0.000864501056666965,0.0029232343596985394,-0.0020314364935324256,-0.019781946954606784,0.03785645966340415,-0.001566715750894428,0.00039223165943896816,-0.0029494793234967386,-0.00836522707475118,0.004006762044871287
200703_at,-0.011402793495478524,-0.011091665690154757,-0.013061673627481016,-0.0017750466931332376,-0.003712379355372909,-0.015531428918566596,-0.002071226018765412,0.005870856143670916,0.018541235224431154,0.018180775804065446
201441_at,-0.006278021322951233,-0.008282980510581987,-0.02276605238864158,0.012279401689971313,0.006416204952666166,-0.005592736539676495,-0.005992644766335726,0.00027049607370390307,-0.004122294773444989,-0.016137458846332456
200093_s_at,-0.005974469939467816,0.010453349002875591,-0.008410575497644958,0.0053411496010115625,-0.006309852537175763,0.0024376096226354097,-0.005635770913905982,-0.01989307589419663,0.0351528086483202,-0.008904084985239038
208639_x_at,0.012682663274723442,-0.018671554213476795,-0.018488550792015116,-0.005766910950382602,-0.005290036814507405,0.012092794760041303,-0.00010499852445298023,0.01901768182893091,0.015337719044328967,0.021299732474170167
201092_at,-0.008761611128442254,-0.006967859485869698,-0.0056638036708050845,0.01805641828104301,-0.008454771675590491,-0.013220469749321609,0.0028800901040699615,-0.019783850778000368,-0.006636750657124427,0.008078447863399098
200645_at,-0.00249418874463098,0.0006775900081721026,0.026263947494542517,-0.009912498729566769,-0.021236565779322668,0.00744460639270219,-0.00032468086341769567,0.018511140965194548,-0.013861371646198812,0.01606411129835555
206325_at,-0.0028906786045835215,0.0014729547658014132,0.008974025202886926,0.032037392067062166,0.00045346043363741616,0.017228425445500524,0.016148710017911457,-0.006153946545459622,-0.02092375353596806,-0.013962251034874883
202308_at,-0.007627288721157069,0.0003378422690786028,0.012171403536365925,0.027304932849838738,-0.0074618077932761965,0.014275185965312211,-0.004205819336191781,0.01209327379764612,-0.01614631573587399,-0.007089683654641847
214749_s_at,-0.009044784092951234,0.004661667141721661,-0.0226316189304823,0.006114340889418446,0.012327747852151063,-0.013069272633016066,-0.018834866581507206,0.0255126130353053,-0.01792596527594093,0.007397555451564621
200700_s_at,0.006339615210500205,-0.01977001763315464,-0.003797837834488045,-0.006787994854249701,-0.0009069014945884699,0.00905998932993361,-0.012172179019280522,0.013343196087408441,0.021145117576455118,-0.0311251994581686
217225_x_at,-0.0014852582952149854,-0.022293756280354876,-0.00552285181528851,0.016542302014905454,-0.008149462854383479,-0.010044924702363367,-0.0075689684134276755,0.014541988154806583,0.010759283355519608,-0.009867175709930245
200975_at,-0.007912627814527947,0.0015413575662096201,0.0024491242165468785,0.011652746526634391,-0.0030189912013987136,-0.014416174758137858,0.0019234751642294408,-0.0063162234170832665,0.015348837974310912,-0.011195732154606992
201322_at,-0.0004712852918395491,-0.010281079632858686,0.0017678704571221246,-0.0012957273103883246,-0.026942778977436136,0.0019789284268389483,-4.380252076643791e-05,-0.015383236177051552,0.026345645728718455,-0.022496475861179088
200826_at,-0.0007791704262186097,-0.005222072429524145,-0.013465076493233507,-0.009371876206452825,-0.011357892002143233,-0.0022701765414034425,-0.0031384505336822313,-0.02523666141634769,0.0010865165034827182,-0.006449199794456362
217809_at,-0.004069740294523029,-0.007209818900213535,-0.014210947776522103,0.015023424619652467,0.008160783096730207,0.007727177625769924,-0.019606683634427708,-0.009368368889686635,0.011111126695444822,-0.010100537649831938
208655_at,-0.006844158920525125,0.010318061304997175,0.01543795976203848,-0.006892794740651179,-0.01340316481506712,0.006489830559131256,-0.004067572235057467,-0.00379445203313513,0.01106449348612103,0.024170623938846877
203133_at,-0.0008524720111937614,0.0026711386384997192,-0.02334771428527679,-8.427818538160199e-05,0.005852881381995499,-0.030394555449502803,-0.008107496231526535,0.02030958571255731,-0.000122349472726188,0.0013077915993448684
214629_x_at,-0.010555809143451427,-0.0010008737785535849,0.017217581886835878,0.0008585291931459427,-0.0053678515707255466,0.0007672009412470574,0.0008311965001031398,0.010579646753528271,0.03383023556834218,0.027336903721640996
216515_x_at,0.0064575843937446425,-0.008327209937735155,-0.00344996800363764,0.004205985376121216,0.0015608772464944735,0.015602971560585781,0.0027760074108165124,-0.004092547444633386,0.022932308745535136,0.009558735784896546
213507_s_at,-0.0040838565902860495,-0.010096060648168514,-0.001971286355943631,0.01138261926453095,-0.0045356180614618555,0.006241804955651493,0.015016806225702745,-0.016640342414183495,-0.012285306478447429,0.012351205898205967
202371_at,-0.014598890532869748,0.006428319074436625,0.009526451228951517,0.015405387754678831,-0.0016349477450222313,-0.014890231444958806,-0.006600807480892982,0.0030609713625339282,-0.009017539580171527,0.02125811603403818
211535_s_at,-0.0031714462967418295,-0.004385775948399662,-0.002030079894385206,0.021508075069496087,0.007834986603088163,0.024103565535809172,0.0037249589584315524,-0.01983356225771752,-0.028349941218538195,-0.007941708803691152
209283_at,0.007469608765266109,-0.0073682774556614195,-0.013629688856228023,0.004155299149986735,0.019723694585358876,0.031227788989946673,0.017744810287149977,0.009810227109740778,-0.010116451410044407,0.011864404611073355
208737_at,-0.0037606291412927446,-0.008569137923003033,0.01707453909578548,0.004926130632795564,-0.020148377320104754,0.0005028883147166318,-0.011081307429742265,0.0039051219944692115,-0.010899225488026716,-0.024562717087819413
209969_s_at,0.015083121743303033,-0.007932988393702732,-0.012316625444847202,0.024066359927004212,0.006918850362008709,-0.004031093888975984,0.034763843540837495,0.0020034600507927527,-0.007768373520903953,-0.002494563863528331
203439_s_at,-0.009683173777378257,0.006429328079406825,0.011690234773480756,0.024393605427992605,-0.005211291094127792,0.015134336657176251,0.004146370500679878,-0.02538807726753489,-0.011483318601830488,0.016429776768031194
202036_s_at,0.009010862340474797,0.00038404328096677023,-0.017562087089375306,0.013676128892226849,0.017174181893231322,0.04249518536709485,0.005116187927448801,0.012119042090406613,-0.02117677675914432,0.014041386258318599
220990_s_at,-0.0028201073533710894,-0.0067650030655681415,0.011344269979289478,0.0027390978567095846,0.008578818708771028,-0.012420241931694673,-0.0029432487038998974,-0.009237190221160128,0.005597701500237462,-0.020653165669323015
201999_s_at,-0.004198548319968721,-0.011030135491493403,-0.013981485594757615,0.0017668148265909695,-0.0007941794571119762,-0.008049744383496567,-0.01805571208519018,0.006598617842848835,0.019055655869411388,0.0037348961616675462
208864_s_at,-0.001654978962306372,-0.007540213521101794,-0.02667193500095667,0.009752731545905743,0.0049523125432389065,-0.009803533041601902,-0.002647794602567512,-0.00591274975014731,0.022390605417483878,-0.001907792434503215
201792_at,-0.004582710884074246,0.00043821403790481094,0.021512190525221866,-0.013995481294766557,0.0347672857355694,0.0007514647320486147,0.001053280374672267,-0.013458820077752695,-0.02684940992882276,-0.011803271558880255
202555_s_at,0.002611047504228421,0.006226714412998776,-0.008744004537328555,-0.00014187506159166853,0.028257035458602024,0.017722741591212864,0.01154812744006831,0.004415419319576346,-0.023980964822233324,-0.0023267372119475205
218976_at,-0.011659114244224594,0.006667034115671042,0.0103333550602384,0.03683873967364002,-0.009318774714430903,0.008261071800896835,0.014249213074043423,-0.02037632059709442,-0.017037227151999595,0.002978836782858007
200910_at,0.0011767029020669753,-0.020210729149508493,-0.012828876569260619,0.0058425791922061075,-0.008546320037150576,0.021065179413896486,-0.008921332648359773,0.001946010988481283,0.0003813130680508727,0.010911317956606048
201600_at,0.002266355472672366,-0.00913967715643079,0.0020004690873676643,-0.00572398639223063,-0.026199786085259382,0.03483541051865084,-0.002224201396452467,-0.007246710881959361,-0.010210468949738965,-0.0017585512508854673
208617_s_at,-0.015847236837383115,0.01146402607018496,-0.0011823062274057136,0.024273155536929946,-0.0037098505533773502,-0.014027463870446715,0.010459276988582119,-0.002420842326639987,-0.013817589010207493,0.006635502724884618
212509_s_at,-0.008491652810988848,0.0011382765472553122,0.004792237284729046,-0.014149028349345012,0.02011065244513535,-0.0007398326027378422,0.008162988491113325,-0.011590942512774902,-0.023522513093596327,0.012585507470429023
221675_s_at,-0.005677175658117333,0.008913255450863855,-0.004897451549506292,0.017214042849505867,-0.005391403370159793,0.014809744981050218,-0.002349727314156753,-0.03292792078382547,0.002188927818267064,0.02482925394190076
213612_x_at,-0.008177088868622383,-0.0032217276214043236,-0.0017365270725027266,0.012126524492967201,0.002547271649496,-0.00134075693483611,-0.01748723203223885,0.023227985453853944,-0.014577050354608885,0.02368116551165233
205157_s_at,0.0030829937731020897,-0.004800363827110762,-0.006680925956615953,0.0063729340327300784,0.024615925000276165,0.02955473411260227,0.021418607902577932,0.00021955752360206966,-0.017778382779258823,-0.003960370092475993
208836_at,0.005530634783783476,-0.014910710817612137,-0.027637389605790808,0.00278760459359403,0.013508076351056662,0.00706800723861781,0.011676867582822556,0.0030224794852991097,-0.003871249082996961,0.009282984420923405
209290_s_at,0.011486024861238267,-0.0005967040278690548,-0.017673558865045402,0.004384217270165976,0.014211643617891418,0.03876680432846693,-0.00025624999805823025,0.010040169970899895,-0.008720359336290463,0.010811021942323158
